fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	is_unbalance	scale_pos_weight	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	estimulos	ganancia	iteracion_bayesiana
20240509 190956	1071	301019	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2142	1	1	1	FALSE	1	0.1	50	0.5	FALSE	889963	0.151307842802571	0.507016203641069	646	1982	12182	60869352.3238381	54
20240509 202456	1071	301019	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1161	1	1	1	FALSE	1	0.1	50	0.5	FALSE	889963	0.100163118017855	0.554124599376539	637	1659	11827	60433062.9685157	55
20240509 213448	1071	301019	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1648	1	1	1	FALSE	1	0.1	50	0.5	FALSE	889963	0.110111917025044	0.563185522286013	629	1996	11897	61012688.155922	56
20240509 224802	1071	301019	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	828	1	1	1	FALSE	1	0.1	50	0.5	FALSE	889963	0.109562321409447	0.589365133000782	639	1730	12240	61425487.2563718	57
20240510 000214	1071	301019	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1176	1	1	1	FALSE	1	0.1	50	0.5	FALSE	889963	0.11113569075493	0.613906718644233	648	1663	14761	60754781.1094453	58
20240510 011410	1071	301019	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2206	1	1	1	FALSE	1	0.1	50	0.5	FALSE	889963	0.106734130507471	0.500276660978352	615	1945	12226	60372254.8725637	59
20240510 023152	1071	301019	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	995	1	1	1	FALSE	1	0.1	50	0.5	FALSE	889963	0.11262983060068	0.636596043948027	663	1532	12051	60733236.8815592	60
20240510 034634	1071	301019	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	989	1	1	1	FALSE	1	0.1	50	0.5	FALSE	889963	0.0999416725892528	0.591035320907727	634	1705	12449	61213359.82009	61
20240510 050221	1071	301019	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	844	1	1	1	FALSE	1	0.1	50	0.5	FALSE	889963	0.0992615022731719	0.590024894893621	638	1672	11794	61667955.0224888	62
20240510 062011	1071	301019	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1551	1	1	1	FALSE	1	0.1	50	0.5	FALSE	889963	0.0963739526917474	0.600665217323511	636	1642	11776	60693889.0554723	63
20240510 073556	1071	301019	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1044	1	1	1	FALSE	1	0.1	50	0.5	FALSE	889963	0.100725510094995	0.588210957206181	638	1702	11901	60731242.8785607	64
20240510 085206	1071	301019	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	699	1	1	1	FALSE	1	0.1	50	0.5	FALSE	889963	0.107077282171789	0.573807341164386	639	1716	11629	61521575.7121439	65
20240510 100810	1071	301019	dart	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	994	1	1	1	FALSE	1	0.1	50	0.5	FALSE	889963	0.107623437988712	0.581484625694082	643	1698	11212	60775934.0329835	66
